gene gene_id gene_type chromosome start_position end_position pLI gene_midpoint
GJA10 ENSG00000135355 protein_coding 6 90604188 90605839 5.3123e-10 90605013.0
BACH2 ENSG00000112182 protein_coding 6 90636248 91006627 0.99803 90821437.0
MAP3K7 ENSG00000135341 protein_coding 6 91223292 91296764 0.99971 91260028.0
EPHA7 ENSG00000135333 protein_coding 6 93949738 94129265 1.0 94039501.0
MANEA ENSG00000172469 protein_coding 6 96025419 96057333 0.00052273 96041376.0
FUT9 ENSG00000172461 protein_coding 6 96463860 96663488 0.08317999999999999 96563674.0
UFL1 ENSG00000014123 protein_coding 6 96969471 97003152 1.1708e-12 96986311.0
FHL5 ENSG00000112214 protein_coding 6 97010424 97064512 4.8464e-10 97037468.0
GPR63 ENSG00000112218 protein_coding 6 97242002 97285353 0.19747 97263677.0
NDUFAF4 ENSG00000123545 protein_coding 6 97337189 97345757 0.5534399999999999 97341473.0
KLHL32 ENSG00000186231 protein_coding 6 97372605 97588630 0.0093469 97480617.0
MMS22L ENSG00000146263 protein_coding 6 97590037 97731093 8.300299999999999e-05 97660565.0
POU3F2 ENSG00000184486 protein_coding 6 99282580 99286660 0.92007 99284620.0
FBXL4 ENSG00000112234 protein_coding 6 99316420 99395849 1.1384000000000001e-08 99356134.0
FAXC ENSG00000146267 protein_coding 6 99719045 99797938 0.93484 99758491.0
COQ3 ENSG00000132423 protein_coding 6 99817276 99842080 2.4344000000000003e-08 99829678.0
PNISR ENSG00000132424 protein_coding 6 99845927 99873207 0.99998 99859567.0
USP45 ENSG00000123552 protein_coding 6 99880190 99969604 1.363e-17 99924897.0
CCNC ENSG00000112237 protein_coding 6 99990256 100016849 0.9991399999999999 100003552.0
PRDM13 ENSG00000112238 protein_coding 6 100054606 100063454 0.56307 100059030.0
MCHR2 ENSG00000152034 protein_coding 6 100367786 100442123 5.159400000000001e-06 100404954.0
SIM1 ENSG00000112246 protein_coding 6 100832891 100912805 0.99828 100872848.0
ASCC3 ENSG00000112249 protein_coding 6 100956070 101329248 1.1501e-20 101142659.0
GRIK2 ENSG00000164418 protein_coding 6 101846664 102517958 0.99841 102182311.0
HACE1 ENSG00000085382 protein_coding 6 105175968 105307794 6.0798e-06 105241881.0
LIN28B ENSG00000187772 protein_coding 6 105404923 105531207 0.55513 105468065.0
BVES ENSG00000112276 protein_coding 6 105544697 105585049 9.343e-06 105564873.0
POPDC3 ENSG00000132429 protein_coding 6 105606155 105627870 0.010916 105617012.0
PREP ENSG00000085377 protein_coding 6 105725440 105850959 0.08025 105788199.0
PRDM1 ENSG00000057657 protein_coding 6 106534195 106557814 0.9565 106546004.0
ATG5 ENSG00000057663 protein_coding 6 106632351 106773666 0.9775799999999999 106703008.0
AIM1 ENSG00000112297 protein_coding 6 106959730 107018326 3.5143e-33 106989028.0
RTN4IP1 ENSG00000130347 protein_coding 6 107018903 107077373 3.1428e-06 107048138.0
QRSL1 ENSG00000130348 protein_coding 6 107077453 107116292 4.877100000000001e-08 107096872.0
C6orf203 ENSG00000130349 protein_coding 6 107349407 107372546 0.0010125 107360976.0
BEND3 ENSG00000178409 protein_coding 6 107386386 107436473 0.93555 107411429.0
PDSS2 ENSG00000164494 protein_coding 6 107473761 107780768 4.3743e-08 107627264.0
SOBP ENSG00000112320 protein_coding 6 107811162 107981357 0.99972 107896259.0
SCML4 ENSG00000146285 protein_coding 6 108025308 108145521 7.5932e-06 108085414.0
SEC63 ENSG00000025796 protein_coding 6 108188960 108279393 2.0818e-07 108234176.0
OSTM1 ENSG00000081087 protein_coding 6 108362613 108487058 0.011293000000000001 108424835.0
NR2E1 ENSG00000112333 protein_coding 6 108487262 108510013 0.99864 108498637.0
SNX3 ENSG00000112335 protein_coding 6 108532426 108582464 0.24928000000000003 108557445.0
LACE1 ENSG00000135537 protein_coding 6 108616098 108847999 6.442799999999999e-09 108732048.0
FOXO3 ENSG00000118689 protein_coding 6 108881038 109005977 0.98806 108943507.0
ARMC2 ENSG00000118690 protein_coding 6 109169619 109295186 2.4785e-09 109232402.0
SESN1 ENSG00000080546 protein_coding 6 109307640 109416022 0.00059629 109361831.0
CEP57L1 ENSG00000183137 protein_coding 6 109416313 109485135 2.8112e-08 109450724.0
CD164 ENSG00000135535 protein_coding 6 109687717 109703762 0.48906000000000005 109695739.0
PPIL6 ENSG00000185250 protein_coding 6 109711418 109762374 1.7495e-09 109736896.0
SMPD2 ENSG00000135587 protein_coding 6 109761966 109765122 3.5507e-18 109763544.0
MICAL1 ENSG00000135596 protein_coding 6 109765265 109787171 3.3837e-22 109776218.0
ZBTB24 ENSG00000112365 protein_coding 6 109783797 109804440 0.00020919 109794118.0
AK9 ENSG00000155085 protein_coding 6 109814059 110012420 3.6869999999999997e-26 109913239.0
FIG4 ENSG00000112367 protein_coding 6 110012499 110146631 2.3423e-34 110079565.0
GPR6 ENSG00000146360 protein_coding 6 110299514 110301921 0.068111 110300717.0
WASF1 ENSG00000112290 protein_coding 6 110421022 110501207 0.9975700000000001 110461114.0
CDC40 ENSG00000168438 protein_coding 6 110501344 110575478 0.97944 110538411.0
METTL24 ENSG00000053328 protein_coding 6 110567131 110679475 1.0875999999999999e-05 110623303.0
DDO ENSG00000203797 protein_coding 6 110712974 110736765 8.3982e-10 110724869.0
SLC22A16 ENSG00000004809 protein_coding 6 110745890 110797844 6.3118000000000006e-27 110771867.0
CDK19 ENSG00000155111 protein_coding 6 110931181 111137161 0.99982 111034171.0
AMD1 ENSG00000123505 protein_coding 6 111195973 111216916 0.9822700000000001 111206444.0
GTF3C6 ENSG00000155115 protein_coding 6 111279763 111289093 0.00028269 111284428.0
RPF2 ENSG00000197498 protein_coding 6 111303218 111349466 0.046405 111326342.0
SLC16A10 ENSG00000112394 protein_coding 6 111408781 111552397 0.30853 111480589.0
KIAA1919 ENSG00000173214 protein_coding 6 111580551 111592370 8.298e-06 111586460.0
REV3L ENSG00000009413 protein_coding 6 111620234 111804918 1.0 111712576.0
TRAF3IP2 ENSG00000056972 protein_coding 6 111877657 111927481 1.6150000000000001e-09 111902569.0
FYN ENSG00000010810 protein_coding 6 111981535 112194655 0.99406 112088095.0
WISP3 ENSG00000112761 protein_coding 6 112375275 112392171 0.00061942 112383723.0
TUBE1 ENSG00000074935 protein_coding 6 112391980 112408732 0.026894 112400356.0
FAM229B ENSG00000203778 protein_coding 6 112408802 112423993 0.5706600000000001 112416397.0
LAMA4 ENSG00000112769 protein_coding 6 112429963 112576141 1.3909e-24 112503052.0
HDAC2 ENSG00000196591 protein_coding 6 114254192 114332472 0.99997 114293332.0
HS3ST5 ENSG00000249853 protein_coding 6 114376750 114664209 0.16621 114520479.0
FRK ENSG00000111816 protein_coding 6 116252312 116381921 1.8071e-12 116317116.0
COL10A1 ENSG00000123500 protein_coding 6 116440086 116479910 2.9839e-05 116459998.0
NT5DC1 ENSG00000178425 protein_coding 6 116422012 116570660 5.1357e-07 116496336.0
TSPYL4 ENSG00000187189 protein_coding 6 116571151 116575261 1.2305999999999999e-05 116573206.0
TSPYL1 ENSG00000189241 protein_coding 6 116597741 116601066 5.621e-07 116599403.0
DSE ENSG00000111817 protein_coding 6 116575336 116762424 0.6331 116668880.0
FAM26F ENSG00000188820 protein_coding 6 116782533 116784934 0.009461 116783733.0
FAM26E ENSG00000178033 protein_coding 6 116832809 116845955 0.0010205 116839382.0
TRAPPC3L ENSG00000173626 protein_coding 6 116816152 116866773 1.5719e-05 116841462.0
FAM26D ENSG00000164451 protein_coding 6 116850174 116880031 0.00071349 116865102.0
RWDD1 ENSG00000111832 protein_coding 6 116892530 116918838 0.91032 116905684.0
RSPH4A ENSG00000111834 protein_coding 6 116937642 116954148 7.571200000000001e-11 116945895.0
ZUFSP ENSG00000153975 protein_coding 6 116956781 116989957 2.1193e-09 116973369.0
KPNA5 ENSG00000196911 protein_coding 6 117002350 117063029 0.00013525 117032689.0
FAM162B ENSG00000183807 protein_coding 6 117073363 117086886 4.2377e-08 117080124.0
GPRC6A ENSG00000173612 protein_coding 6 117113248 117150200 5.5919e-17 117131724.0
RFX6 ENSG00000185002 protein_coding 6 117198375 117253326 0.00040925 117225850.0
VGLL2 ENSG00000170162 protein_coding 6 117586721 117594728 0.7054699999999999 117590724.0
ROS1 ENSG00000047936 protein_coding 6 117609463 117747018 1.6183999999999998e-72 117678240.0
GOPC ENSG00000047932 protein_coding 6 117639374 117923691 0.00084252 117781532.0
DCBLD1 ENSG00000164465 protein_coding 6 117774980 117891021 6.325e-08 117833000.0
NUS1 ENSG00000153989 protein_coding 6 117996665 118031803 0.9811700000000001 118014234.0
SLC35F1 ENSG00000196376 protein_coding 6 118228689 118638839 0.9513299999999999 118433764.0
PLN ENSG00000198523 protein_coding 6 118869461 118881893 0.44947 118875677.0
CEP85L ENSG00000111860 protein_coding 6 118781935 119031238 4.5367e-09 118906586.0
MCM9 ENSG00000111877 protein_coding 6 119134605 119256327 6.6222e-14 119195466.0
ASF1A ENSG00000111875 protein_coding 6 119215384 119230332 0.80542 119222858.0
FAM184A ENSG00000111879 protein_coding 6 119280928 119470552 1.0625000000000001e-21 119375740.0
MAN1A1 ENSG00000111885 protein_coding 6 119498374 119670926 0.11123 119584650.0
TBC1D32 ENSG00000146350 protein_coding 6 121400640 121655891 8.002e-27 121528265.0
GJA1 ENSG00000152661 protein_coding 6 121756838 121770873 0.15523 121763855.0
HSF2 ENSG00000025156 protein_coding 6 122720691 122754264 0.97536 122737477.0
SERINC1 ENSG00000111897 protein_coding 6 122764499 122792967 0.0074634 122778733.0
PKIB ENSG00000135549 protein_coding 6 122793076 123047518 0.046118 122920297.0
FABP7 ENSG00000164434 protein_coding 6 123100620 123105219 0.00078595 123102919.0
SMPDL3A ENSG00000172594 protein_coding 6 123110315 123130865 6.2787999999999994e-21 123120590.0
CLVS2 ENSG00000146352 protein_coding 6 123317116 123394072 0.013557 123355594.0
TRDN ENSG00000186439 protein_coding 6 123537483 123958238 8.3569999999999995e-22 123747860.0
NKAIN2 ENSG00000188580 protein_coding 6 124125286 125146803 0.023684 124636044.0
RNF217 ENSG00000146373 protein_coding 6 125283691 125413779 2.0177e-05 125348735.0
TPD52L1 ENSG00000111907 protein_coding 6 125440195 125585553 1.4908e-05 125512874.0
HDDC2 ENSG00000111906 protein_coding 6 125541108 125623282 2.0302e-05 125582195.0
HEY2 ENSG00000135547 protein_coding 6 126068810 126082415 0.89343 126075612.0
NCOA7 ENSG00000111912 protein_coding 6 126102307 126252266 3.2987e-05 126177286.0
HINT3 ENSG00000111911 protein_coding 6 126277927 126301387 3.4813e-06 126289657.0
TRMT11 ENSG00000066651 protein_coding 6 126307576 126360422 3.9134e-12 126333999.0
CENPW ENSG00000203760 protein_coding 6 126661320 126670021 0.40523000000000003 126665670.0
RSPO3 ENSG00000146374 protein_coding 6 127439749 127518910 0.089252 127479329.0
RNF146 ENSG00000118518 protein_coding 6 127587755 127609712 0.8199200000000001 127598733.0
ECHDC1 ENSG00000093144 protein_coding 6 127609855 127664754 5.5968e-09 127637304.0
KIAA0408 ENSG00000189367 protein_coding 6 127761488 127780536 4.8741e-07 127771012.0
SOGA3 ENSG00000214338 protein_coding 6 127759551 127840500 0.67899 127800025.0
C6orf58 ENSG00000184530 protein_coding 6 127840600 127912962 7.0978e-09 127876781.0
THEMIS ENSG00000172673 protein_coding 6 128029217 128239776 1.9597e-06 128134496.0
PTPRK ENSG00000152894 protein_coding 6 128289924 128841870 0.90291 128565897.0
LAMA2 ENSG00000196569 protein_coding 6 129204342 129837714 2.4118e-47 129521028.0
ARHGAP18 ENSG00000146376 protein_coding 6 129897277 130031370 8.4436e-12 129964323.0
TMEM244 ENSG00000203756 protein_coding 6 130152389 130182692 0.010646 130167540.0
L3MBTL3 ENSG00000198945 protein_coding 6 130334844 130462594 0.99744 130398719.0
SAMD3 ENSG00000164483 protein_coding 6 130465460 130686570 1.5324000000000002e-15 130576015.0
TMEM200A ENSG00000164484 protein_coding 6 130686879 130764208 0.85062 130725543.0
SMLR1 ENSG00000256162 protein_coding 6 131148546 131158275 0.19896 131153410.0
EPB41L2 ENSG00000079819 protein_coding 6 131160487 131384462 0.99318 131272474.0
AKAP7 ENSG00000118507 protein_coding 6 131456806 131604675 2.8941999999999995e-07 131530740.0
ARG1 ENSG00000118520 protein_coding 6 131894284 131905472 0.00035944 131899878.0
MED23 ENSG00000112282 protein_coding 6 131895106 131949369 3.1015000000000003e-08 131922237.0
ENPP3 ENSG00000154269 protein_coding 6 131949582 132068553 3.468e-23 132009067.0
OR2A4 ENSG00000180658 protein_coding 6 132021520 132022635 0.11869 132022077.0
ENPP1 ENSG00000197594 protein_coding 6 132129156 132216295 4.9944e-08 132172725.0
CTGF ENSG00000118523 protein_coding 6 132269316 132272513 0.00050202 132270914.0
MOXD1 ENSG00000079931 protein_coding 6 132617194 132722684 1.5505e-22 132669939.0
STX7 ENSG00000079950 protein_coding 6 132767006 132834337 5.0273e-06 132800671.0
TAAR8 ENSG00000146385 protein_coding 6 132873832 132874860 0.00028158 132874346.0
TAAR6 ENSG00000146383 protein_coding 6 132891461 132892498 0.016668000000000002 132891979.0
TAAR2 ENSG00000146378 protein_coding 6 132938161 132945414 7.640000000000002e-11 132941787.0
TAAR1 ENSG00000146399 protein_coding 6 132966123 132967142 0.00039183 132966632.0
VNN1 ENSG00000112299 protein_coding 6 133002729 133035188 4.3868e-06 133018958.0
VNN3 ENSG00000093134 protein_coding 6 133043926 133055904 0.0043251999999999995 133049915.0
VNN2 ENSG00000112303 protein_coding 6 133065009 133084598 4.448e-15 133074803.0
SLC18B1 ENSG00000146409 protein_coding 6 133090509 133119701 1.0193e-17 133105105.0
RPS12 ENSG00000112306 protein_coding 6 133135580 133138703 0.88531 133137141.0
EYA4 ENSG00000112319 protein_coding 6 133561736 133853258 0.04872 133707497.0
TCF21 ENSG00000118526 protein_coding 6 134210276 134216691 0.8255299999999999 134213483.0
TBPL1 ENSG00000028839 protein_coding 6 134273308 134311570 0.37901999999999997 134292439.0
SLC2A12 ENSG00000146411 protein_coding 6 134309835 134373774 5.551e-05 134341804.0
SGK1 ENSG00000118515 protein_coding 6 134490384 134639250 0.0023046 134564817.0
ALDH8A1 ENSG00000118514 protein_coding 6 135238528 135271260 2.4846e-12 135254894.0
HBS1L ENSG00000112339 protein_coding 6 135281516 135424194 1.8605999999999999e-07 135352855.0
MYB ENSG00000118513 protein_coding 6 135502453 135540311 0.81924 135521382.0
AHI1 ENSG00000135541 protein_coding 6 135604670 135818914 1.0773e-25 135711792.0
PDE7B ENSG00000171408 protein_coding 6 136172834 136516712 0.54578 136344773.0
MTFR2 ENSG00000146410 protein_coding 6 136552162 136571473 2.6584e-06 136561817.0
BCLAF1 ENSG00000029363 protein_coding 6 136578001 136610989 2.0629e-14 136594495.0
MAP7 ENSG00000135525 protein_coding 6 136663875 136871957 0.42439 136767916.0
MAP3K5 ENSG00000197442 protein_coding 6 136878185 137113656 0.51964 136995920.0
PEX7 ENSG00000112357 protein_coding 6 137143717 137235075 8.1798e-13 137189396.0
SLC35D3 ENSG00000182747 protein_coding 6 137243402 137246777 0.036075 137245089.0
IL20RA ENSG00000016402 protein_coding 6 137321108 137366298 0.027129 137343703.0
IL22RA2 ENSG00000164485 protein_coding 6 137464968 137494785 1.2114e-16 137479876.0
IFNGR1 ENSG00000027697 protein_coding 6 137518621 137540586 0.015503 137529603.0
OLIG3 ENSG00000177468 protein_coding 6 137813336 137815531 0.83391 137814433.0
TNFAIP3 ENSG00000118503 protein_coding 6 138188351 138204449 0.99972 138196400.0
PERP ENSG00000112378 protein_coding 6 138409642 138428648 0.079462 138419145.0
KIAA1244 ENSG00000112379 protein_coding 6 138483058 138665800 1.0 138574429.0
HEBP2 ENSG00000051620 protein_coding 6 138724668 138743334 6.0828999999999996e-05 138734001.0
NHSL1 ENSG00000135540 protein_coding 6 138743180 139013708 0.46052 138878444.0
CCDC28A ENSG00000024862 protein_coding 6 139094657 139114456 3.6463e-10 139104556.0
ECT2L ENSG00000203734 protein_coding 6 139117063 139225207 7.800399999999999e-48 139171135.0
REPS1 ENSG00000135597 protein_coding 6 139224630 139309398 0.98506 139267014.0
ABRACL ENSG00000146386 protein_coding 6 139349819 139364439 0.24170999999999998 139357129.0
HECA ENSG00000112406 protein_coding 6 139456249 139501939 0.61493 139479094.0
TXLNB ENSG00000164440 protein_coding 6 139561198 139613276 4.8053e-12 139587237.0
CITED2 ENSG00000164442 protein_coding 6 139693393 139695757 0.76271 139694575.0
NMBR ENSG00000135577 protein_coding 6 142379467 142409936 1.9761e-08 142394701.0
VTA1 ENSG00000009844 protein_coding 6 142468367 142545826 0.00039935 142507096.0
GPR126 ENSG00000112414 protein_coding 6 142622991 142767403 6.608800000000001e-05 142695197.0
HIVEP2 ENSG00000010818 protein_coding 6 143072604 143266338 1.0 143169471.0
AIG1 ENSG00000146416 protein_coding 6 143381633 143661441 3.6161e-07 143521537.0
ADAT2 ENSG00000189007 protein_coding 6 143743969 143771810 1.0070000000000001e-07 143757889.0
PEX3 ENSG00000034693 protein_coding 6 143771944 143811147 0.016335 143791545.0
FUCA2 ENSG00000001036 protein_coding 6 143815948 143832827 4.3891999999999996e-07 143824387.0
PHACTR2 ENSG00000112419 protein_coding 6 143857982 144152322 1.0378e-06 144005152.0
LTV1 ENSG00000135521 protein_coding 6 144164481 144184949 6.5796e-08 144174715.0
ZC2HC1B ENSG00000118491 protein_coding 6 144185573 144259483 2.5401e-09 144222528.0
PLAGL1 ENSG00000118495 protein_coding 6 144261437 144385735 0.9764 144323586.0
SF3B5 ENSG00000169976 protein_coding 6 144416018 144416754 0.58354 144416386.0
STX11 ENSG00000135604 protein_coding 6 144471663 144509507 0.00047412 144490585.0
UTRN ENSG00000152818 protein_coding 6 144606837 145174170 1.0021000000000001e-19 144890503.0
EPM2A ENSG00000112425 protein_coding 6 145822719 146057160 8.7182e-06 145939939.0
FBXO30 ENSG00000118496 protein_coding 6 146114638 146135889 0.35835 146125263.0
SHPRH ENSG00000146414 protein_coding 6 146185381 146285559 1.7017e-06 146235470.0
GRM1 ENSG00000152822 protein_coding 6 146348782 146758734 0.14279 146553758.0
RAB32 ENSG00000118508 protein_coding 6 146864829 146876101 0.00065061 146870465.0
ADGB ENSG00000118492 protein_coding 6 146920101 147136598 3.7200999999999996e-22 147028349.0
STXBP5 ENSG00000164506 protein_coding 6 147525561 147706866 0.99956 147616213.0
SAMD5 ENSG00000203727 protein_coding 6 147830063 148058683 0.012095 147944373.0
SASH1 ENSG00000111961 protein_coding 6 148593440 148873186 0.001802 148733313.0
UST ENSG00000111962 protein_coding 6 149068464 149398126 0.43933 149233295.0
TAB2 ENSG00000055208 protein_coding 6 149539777 149732749 0.99998 149636263.0
ZC3H12D ENSG00000178199 protein_coding 6 149768794 149806197 0.15589 149787495.0
PPIL4 ENSG00000131013 protein_coding 6 149825869 149867174 1.6878e-09 149846521.0
GINM1 ENSG00000055211 protein_coding 6 149887430 149912884 5.027e-09 149900157.0
KATNA1 ENSG00000186625 protein_coding 6 149916009 149970108 1.6782e-05 149943058.0
LATS1 ENSG00000131023 protein_coding 6 149979289 150039392 0.99987 150009340.0
NUP43 ENSG00000120253 protein_coding 6 150045451 150070801 2.4136e-05 150058126.0
PCMT1 ENSG00000120265 protein_coding 6 150070579 150132556 0.7845300000000001 150101567.0
LRP11 ENSG00000120256 protein_coding 6 150139934 150186199 0.0039781999999999994 150163066.0
RAET1E ENSG00000164520 protein_coding 6 150204511 150219238 2.3144e-07 150211874.0
RAET1G ENSG00000203722 protein_coding 6 150238014 150244257 6.8212e-06 150241135.0
ULBP2 ENSG00000131015 protein_coding 6 150263136 150270371 1.8392e-09 150266753.0
ULBP1 ENSG00000111981 protein_coding 6 150285143 150294846 6.885e-07 150289994.0
RAET1L ENSG00000155918 protein_coding 6 150339470 150346668 2.4837e-10 150343069.0
ULBP3 ENSG00000131019 protein_coding 6 150384286 150390231 4.7366000000000005e-11 150387258.0
PPP1R14C ENSG00000198729 protein_coding 6 150464212 150571493 0.002032 150517852.0
IYD ENSG00000009765 protein_coding 6 150690028 150727105 0.0040758 150708566.0
PLEKHG1 ENSG00000120278 protein_coding 6 150920999 151164799 0.012728 151042899.0
MTHFD1L ENSG00000120254 protein_coding 6 151186685 151423023 1.9355e-12 151304854.0
AKAP12 ENSG00000131016 protein_coding 6 151561134 151679692 0.035666 151620413.0
ZBTB2 ENSG00000181472 protein_coding 6 151685252 151712683 0.9982 151698967.0
RMND1 ENSG00000155906 protein_coding 6 151725989 151773259 1.0862999999999999e-09 151749624.0
C6orf211 ENSG00000146476 protein_coding 6 151773422 151791236 5.119e-07 151782329.0
CCDC170 ENSG00000120262 protein_coding 6 151815165 151942328 8.6099e-24 151878746.0
ESR1 ENSG00000091831 protein_coding 6 151977826 152450754 0.9992 152214290.0
SYNE1 ENSG00000131018 protein_coding 6 152442819 152958936 3.1898999999999998e-52 152700877.0
MYCT1 ENSG00000120279 protein_coding 6 153019030 153045702 0.0003656 153032366.0
VIP ENSG00000146469 protein_coding 6 153071933 153080900 0.00041995 153076416.0
FBXO5 ENSG00000112029 protein_coding 6 153291664 153304714 0.96995 153298189.0
MTRF1L ENSG00000112031 protein_coding 6 153308497 153323820 2.9554e-10 153316158.0
RGS17 ENSG00000091844 protein_coding 6 153325594 153452384 0.26684 153388989.0
OPRM1 ENSG00000112038 protein_coding 6 154331631 154568001 7.8882e-11 154449816.0
IPCEF1 ENSG00000074706 protein_coding 6 154475631 154677926 0.0015595000000000001 154576778.0
CNKSR3 ENSG00000153721 protein_coding 6 154708638 154831793 0.028166000000000004 154770215.0
SCAF8 ENSG00000213079 protein_coding 6 155054459 155155192 1.0 155104825.0
TIAM2 ENSG00000146426 protein_coding 6 155153831 155578857 3.2439e-05 155366344.0
CLDN20 ENSG00000171217 protein_coding 6 155585147 155597682 0.0048881 155591414.0
TFB1M ENSG00000029639 protein_coding 6 155578643 155635627 6.3927e-10 155607135.0
NOX3 ENSG00000074771 protein_coding 6 155716504 155777037 1.632e-14 155746770.0
ARID1B ENSG00000049618 protein_coding 6 157099063 157531913 1.0 157315488.0
TMEM242 ENSG00000215712 protein_coding 6 157710418 157744633 4.8272e-05 157727525.0
ZDHHC14 ENSG00000175048 protein_coding 6 157802165 158099178 0.7151 157950671.0
SNX9 ENSG00000130340 protein_coding 6 158244296 158366109 0.7061 158305202.0
SYNJ2 ENSG00000078269 protein_coding 6 158402888 158520208 8.504199999999999e-14 158461548.0
SERAC1 ENSG00000122335 protein_coding 6 158530536 158589312 3.9339e-06 158559924.0
GTF2H5 ENSG00000272047 protein_coding 6 158589384 158620376 0.045238 158604880.0
TULP4 ENSG00000130338 protein_coding 6 158733692 158932860 1.0 158833276.0
TMEM181 ENSG00000146433 protein_coding 6 158957468 159056460 0.007485899999999999 159006964.0
DYNLT1 ENSG00000146425 protein_coding 6 159057506 159065771 7.323199999999999e-05 159061638.0
SYTL3 ENSG00000164674 protein_coding 6 159071046 159185908 2.2377e-20 159128477.0
EZR ENSG00000092820 protein_coding 6 159186773 159240444 0.17989000000000002 159213608.0
C6orf99 ENSG00000203711 protein_coding 6 159290971 159331385 0.12728 159311178.0
RSPH3 ENSG00000130363 protein_coding 6 159393903 159421219 9.8725e-08 159407561.0
TAGAP ENSG00000164691 protein_coding 6 159455500 159466184 0.84621 159460842.0
FNDC1 ENSG00000164694 protein_coding 6 159590429 159693141 4.7841e-12 159641785.0
SOD2 ENSG00000112096 protein_coding 6 160090089 160183561 0.15499000000000002 160136825.0
WTAP ENSG00000146457 protein_coding 6 160146617 160177351 0.99966 160161984.0
ACAT2 ENSG00000120437 protein_coding 6 160181360 160200144 5.5303e-07 160190752.0
TCP1 ENSG00000120438 protein_coding 6 160199530 160210781 0.9952700000000001 160205155.0
MRPL18 ENSG00000112110 protein_coding 6 160210844 160219468 0.00016217 160215156.0
PNLDC1 ENSG00000146453 protein_coding 6 160221298 160241736 2.1216e-14 160231517.0
MAS1 ENSG00000130368 protein_coding 6 160327974 160329108 8.2518e-05 160328541.0
IGF2R ENSG00000197081 protein_coding 6 160390131 160534539 1.0 160462335.0
SLC22A1 ENSG00000175003 protein_coding 6 160542821 160579750 1.4614e-22 160561285.0
SLC22A2 ENSG00000112499 protein_coding 6 160592093 160698670 2.0202e-12 160645381.0
SLC22A3 ENSG00000146477 protein_coding 6 160769300 160876014 7.7723e-10 160822657.0
LPA ENSG00000198670 protein_coding 6 160952515 161087407 6.5917e-89 161019961.0
PLG ENSG00000122194 protein_coding 6 161123270 161174347 0.010345 161148808.0
MAP3K4 ENSG00000085511 protein_coding 6 161412759 161538417 1.0 161475588.0
AGPAT4 ENSG00000026652 protein_coding 6 161551011 161695093 0.1021 161623052.0
PARK2 ENSG00000185345 protein_coding 6 161768452 163148803 6.934600000000001e-07 162458627.0
PACRG ENSG00000112530 protein_coding 6 163148164 163736524 2.4288e-07 163442344.0
AL078585.1 ENSG00000225683 protein_coding 6 163586446 163612840 0.0058584 163599643.0
QKI ENSG00000112531 protein_coding 6 163835032 163999628 0.75121 163917330.0
C6orf118 ENSG00000112539 protein_coding 6 165693153 165723096 3.2403e-20 165708124.0
PDE10A ENSG00000112541 protein_coding 6 165740776 166400091 0.9998600000000001 166070433.0
T ENSG00000164458 protein_coding 6 166571144 166582188 0.024262 166576666.0
PRR18 ENSG00000176381 protein_coding 6 166719168 166721936 0.46086000000000005 166720552.0
SFT2D1 ENSG00000198818 protein_coding 6 166733216 166756079 0.0016186 166744647.0
MPC1 ENSG00000060762 protein_coding 6 166778407 166796486 0.038495 166787446.0
RPS6KA2 ENSG00000071242 protein_coding 6 166822852 167319939 0.009407299999999999 167071395.0
RNASET2 ENSG00000026297 protein_coding 6 167342992 167370679 0.00026891 167356835.0
FGFR1OP ENSG00000213066 protein_coding 6 167412670 167466201 0.00062816 167439435.0
CCR6 ENSG00000112486 protein_coding 6 167525295 167553184 0.0057867 167539239.0
GPR31 ENSG00000120436 protein_coding 6 167569759 167571817 0.020513999999999998 167570788.0
TCP10L2 ENSG00000166984 protein_coding 6 167559902 167610401 2.9683000000000002e-08 167585151.0
UNC93A ENSG00000112494 protein_coding 6 167684657 167729507 1.1634000000000001e-15 167707082.0
TTLL2 ENSG00000120440 protein_coding 6 167738574 167772991 0.005850800000000001 167755782.0
TCP10 ENSG00000203690 protein_coding 6 167770521 167797998 5.0062000000000005e-06 167784259.0
MLLT4 ENSG00000130396 protein_coding 6 168227602 168372703 1.0 168300152.0
KIF25 ENSG00000125337 protein_coding 6 168396921 168445769 9.635700000000002e-07 168421345.0
FRMD1 ENSG00000153303 protein_coding 6 168456425 168482237 3.6693e-14 168469331.0
DACT2 ENSG00000164488 protein_coding 6 168693510 168720434 0.0094032 168706972.0
SMOC2 ENSG00000112562 protein_coding 6 168841831 169073984 0.0025279 168957907.0
THBS2 ENSG00000186340 protein_coding 6 169615875 169654139 0.5564100000000001 169635007.0
WDR27 ENSG00000184465 protein_coding 6 169857307 170102159 3.8041999999999995e-17 169979733.0
PHF10 ENSG00000130024 protein_coding 6 170104001 170124151 0.0002878 170114076.0
TCTE3 ENSG00000184786 protein_coding 6 170140210 170151655 2.278e-09 170145932.0
ERMARD ENSG00000130023 protein_coding 6 170151718 170181680 5.7789e-16 170166699.0
DLL1 ENSG00000198719 protein_coding 6 170591294 170599561 0.9999899999999999 170595427.0
FAM120B ENSG00000112584 protein_coding 6 170599791 170716153 7.4692e-11 170657972.0
PSMB1 ENSG00000008018 protein_coding 6 170844205 170862429 0.96996 170853317.0
TBP ENSG00000112592 protein_coding 6 170863390 170881958 0.015031000000000001 170872674.0
PDCD2 ENSG00000071994 protein_coding 6 170884383 170893780 3.8955e-07 170889081.0
